READING_ID,TIMESTAMP,CONTAINER_ID,COMMODITY,CATEGORY,PRICE_PER_KG,SHELF_LIFE_DAYS,OPTIMAL_TEMP_MIN,OPTIMAL_TEMP_MAX,RISK_LEVEL,ROUTE_KEY,SOURCE,DESTINATION,TEMPERATURE,HUMIDITY,VIBRATION,BATTERY_LEVEL,SPEED,LATITUDE,LONGITUDE
R000762,2026-08-07 20:35:15.000 -0700,A106,Frozen Fish,Frozen Foods,450,180,-20,-18,Critical,Ahmedabad -> Delhi,Ahmedabad,Delhi,-19,45,0.12,67,56.2,23.125959,72.508515
R000763,2026-08-07 20:35:20.000 -0700,A106,Ice Cream,Frozen Foods,250,180,-25,-18,High,Hyderabad -> Kolkata,Hyderabad,Kolkata,-21.5,58,0.97,47,65.8,17.490125,78.481931
R000766,2026-08-07 20:35:35.000 -0700,A110,Broccoli,Exotic Fruits & Vegetables,180,14,0,4,High,Visakhapatnam -> Bhubaneswar,Visakhapatnam,Bhubaneswar,2,100,0.65,40,85.4,17.690319,83.31663
R000767,2026-08-07 20:35:40.000 -0700,A115,Frozen Meat,Frozen Foods,700,365,-20,-18,Critical,Lucknow -> Patna,Lucknow,Patna,-19,49,0.39,49,50.9,26.758987,80.843342
R000771,2026-08-07 20:36:00.000 -0700,A107,Vaccines,Pharmaceuticals,5000,365,2,8,Critical,Pune -> Hyderabad,Pune,Hyderabad,5,37,0.31,53,71.8,18.452294,73.842561
R000775,2026-08-07 20:36:20.000 -0700,A105,Broccoli,Exotic Fruits & Vegetables,180,14,0,4,High,Ahmedabad -> Chandigarh,Ahmedabad,Chandigarh,2,98,0.36,50,74.6,23.110281,72.655235
R000777,2026-08-07 20:36:30.000 -0700,A112,Ice Cream,Frozen Foods,250,180,-25,-18,High,Bengaluru -> Chennai,Bengaluru,Chennai,-21.5,50,0.22,77,65.7,13.04361,77.656557
R000778,2026-08-07 20:36:35.000 -0700,A102,Asparagus,Exotic Fruits & Vegetables,450,10,2,4,High,Hyderabad -> Kolkata,Hyderabad,Kolkata,3,100,0.59,85,31.8,17.544482,78.331997
R000780,2026-08-07 20:36:45.000 -0700,A107,Frozen Prawns,Frozen Foods,650,180,-20,-18,Critical,Mumbai -> Ahmedabad,Mumbai,Ahmedabad,-19,48,0.55,70,51.1,19.077587,72.870684
R000781,2026-08-07 20:36:50.000 -0700,A109,Frozen Fish,Frozen Foods,450,180,-20,-18,Critical,Indore -> Delhi,Indore,Delhi,-19,60,0.95,55,42,22.719291,75.782418
R000782,2026-08-07 20:36:55.000 -0700,A108,Ice Cream,Frozen Foods,250,180,-25,-18,High,Pune -> Hyderabad,Pune,Hyderabad,-21.5,44,0.86,54,81.2,18.506763,73.78616
R000783,2026-08-07 20:37:00.000 -0700,A115,Avocados,Exotic Fruits & Vegetables,280,21,4,8,High,Nashik -> Jaipur,Nashik,Jaipur,6,67,0.46,98,68.9,19.929141,73.771487
R000785,2026-08-07 20:37:10.000 -0700,A109,Insulin,Pharmaceuticals,3500,365,2,8,Critical,Visakhapatnam -> Bhubaneswar,Visakhapatnam,Bhubaneswar,5,41,0.43,61,61.8,17.716422,83.279382
R000787,2026-08-07 20:37:20.000 -0700,A114,Frozen Fish,Frozen Foods,450,180,-20,-18,Critical,Mumbai -> Delhi,Mumbai,Delhi,-19,46,0.43,81,76.4,19.035259,72.88056
R000790,2026-08-07 20:37:35.000 -0700,A104,Biologics,Pharmaceuticals,6000,365,2,8,Critical,Mumbai -> Delhi,Mumbai,Delhi,5,30,0.16,72,48.4,19.121486,72.902095
R000794,2026-08-07 20:37:55.000 -0700,A106,Strawberries,Fruits,350,7,0,2,High,Mumbai -> Goa,Mumbai,Goa,1,91,0.38,89,56.9,19.103976,72.920224
R000795,2026-08-07 20:38:00.000 -0700,A114,Biologics,Pharmaceuticals,6000,365,2,8,Critical,Ahmedabad -> Chandigarh,Ahmedabad,Chandigarh,5,47,0.44,73,41.6,23.003418,72.668912
R000798,2026-08-07 20:38:15.000 -0700,A111,Avocados,Exotic Fruits & Vegetables,280,21,4,8,High,Mumbai -> Delhi,Mumbai,Delhi,6,80,0.5,73,85,18.901193,72.759141
R000799,2026-08-07 20:38:20.000 -0700,A109,Strawberries,Fruits,350,7,0,2,High,Bengaluru -> Chennai,Bengaluru,Chennai,1,94,0.61,84,72.6,12.923301,77.55382
R000800,2026-08-07 20:38:25.000 -0700,A111,Frozen Fish,Frozen Foods,450,180,-20,-18,Critical,Hyderabad -> Kolkata,Hyderabad,Kolkata,-19,51,0.53,44,64.8,17.537304,78.441076
R000801,2026-08-07 20:38:30.000 -0700,A109,Frozen Prawns,Frozen Foods,650,180,-20,-18,Critical,Pune -> Lucknow,Pune,Lucknow,-19,47,0.38,96,83.1,18.488921,73.755727
R000802,2026-08-07 20:38:35.000 -0700,A113,Ice Cream,Frozen Foods,250,180,-25,-18,High,Indore -> Bhopal,Indore,Bhopal,-21.5,54,0.62,56,33.2,22.760695,75.882044
R000803,2026-08-07 20:38:40.000 -0700,A102,Frozen Prawns,Frozen Foods,650,180,-20,-18,Critical,Chennai -> Coimbatore,Chennai,Coimbatore,-19,43,0.43,100,31.4,13.032547,80.22374
R000804,2026-08-07 20:38:46.000 -0700,A104,Kiwi,Exotic Fruits & Vegetables,320,45,0,1,High,Bengaluru -> Kochi,Bengaluru,Kochi,0.5,92,0.34,61,47.4,12.926185,77.684854
R000806,2026-08-07 20:38:56.000 -0700,A111,Asparagus,Exotic Fruits & Vegetables,450,10,2,4,High,Mumbai -> Jaipur,Mumbai,Jaipur,3,99,0.68,64,45.8,19.143084,72.765817
R000808,2026-08-07 20:39:06.000 -0700,A101,Ice Cream,Frozen Foods,250,180,-25,-18,High,Kochi -> Mumbai,Kochi,Mumbai,-21.5,43,0.78,88,37.7,10.089388,76.163274
R000809,2026-08-07 20:39:11.000 -0700,A109,Insulin,Pharmaceuticals,3500,365,2,8,Critical,Nashik -> Delhi,Nashik,Delhi,5,,0.26,76,54.5,19.978282,73.76891
R000813,2026-08-07 20:39:31.000 -0700,A114,Insulin,Pharmaceuticals,3500,365,2,8,Critical,Surat -> Pune,Surat,Pune,5,45,0.14,81,76.5,21.15241,72.811762
R000815,2026-08-07 20:39:41.000 -0700,A104,Ice Cream,Frozen Foods,250,180,-25,-18,High,Mumbai -> Delhi,Mumbai,Delhi,-21.5,,0.81,64,41.1,19.240962,72.869521
R000818,2026-08-07 20:39:56.000 -0700,A102,Frozen Prawns,Frozen Foods,650,180,-20,-18,Critical,Hyderabad -> Kolkata,Hyderabad,Kolkata,-19,46,0.39,55,33.3,17.503526,78.347119
R000819,2026-08-07 20:40:01.000 -0700,A111,Insulin,Pharmaceuticals,3500,365,2,8,Critical,Kolkata -> Guwahati,Kolkata,Guwahati,5,37,0.15,56,87.8,22.661603,88.43978
R000820,2026-08-07 20:40:06.000 -0700,A115,Ice Cream,Frozen Foods,250,180,-25,-18,High,Ahmedabad -> Chandigarh,Ahmedabad,Chandigarh,-21.5,46,0.42,82,80.5,23.083207,72.573318
R000824,2026-08-07 20:40:26.000 -0700,A105,Lettuce,Exotic Fruits & Vegetables,90,7,0,2,High,Hyderabad -> Kolkata,Hyderabad,Kolkata,1,98,0.47,88,69.6,17.447565,78.438856
R000828,2026-08-07 20:40:46.000 -0700,A115,Broccoli,Exotic Fruits & Vegetables,180,14,0,4,High,Hyderabad -> Kolkata,Hyderabad,Kolkata,2,98,0.47,85,83.3,17.50762,78.591866
R000830,2026-08-07 20:40:56.000 -0700,A113,Strawberries,Fruits,350,7,0,2,High,Kochi -> Mumbai,Kochi,Mumbai,1,94,0.5,85,60.2,10.017727,76.175083
R000837,2026-08-07 20:41:31.000 -0700,A112,Ice Cream,Frozen Foods,250,180,-25,-18,High,Bengaluru -> Chennai,Bengaluru,Chennai,-21.5,44,0.86,100,59.6,12.92422,77.708439
R000840,2026-08-07 20:41:46.000 -0700,A103,Ice Cream,Frozen Foods,250,180,-25,-18,High,Kochi -> Mumbai,Kochi,Mumbai,-21.5,49,0.7,80,54.5,10.080996,76.323775
R000841,2026-08-07 20:41:51.000 -0700,A114,Frozen Chicken,Frozen Foods,320,365,-20,-18,High,Lucknow -> Patna,Lucknow,Patna,-19,43,0.77,48,31.4,26.870739,80.84451
R000842,2026-08-07 20:41:56.000 -0700,A104,Strawberries,Fruits,350,7,0,2,High,Mumbai -> Delhi,Mumbai,Delhi,1,93,0.68,85,36.7,19.005633,72.947724
R000843,2026-08-07 20:42:01.000 -0700,A110,Insulin,Pharmaceuticals,3500,365,2,8,Critical,Surat -> Pune,Surat,Pune,5,31,0.11,90,41.1,21.101651,72.932699
R000846,2026-08-07 20:42:16.000 -0700,A112,Blood Plasma,Pharmaceuticals,8000,365,-30,-20,Critical,Kolkata -> Guwahati,Kolkata,Guwahati,-25,,0.31,79,87.7,22.455799,88.391536
R000847,2026-08-07 20:42:21.000 -0700,A109,Frozen Prawns,Frozen Foods,650,180,-20,-18,Critical,Delhi -> Amritsar,Delhi,Amritsar,-19,50,0.15,99,81,28.575389,77.21339
R000851,2026-08-07 20:42:41.000 -0700,A110,Frozen Fish,Frozen Foods,450,180,-20,-18,Critical,Bengaluru -> Chennai,Bengaluru,Chennai,-19,48,0.21,92,54.7,12.8927,77.565131
R000854,2026-08-07 20:42:56.000 -0700,A110,Asparagus,Exotic Fruits & Vegetables,450,10,2,4,High,Pune -> Lucknow,Pune,Lucknow,3,99,0.59,76,58.2,18.639976,73.925343
R000855,2026-08-07 20:43:01.000 -0700,A113,Frozen Meat,Frozen Foods,700,365,-20,-18,Critical,Mumbai -> Delhi,Mumbai,Delhi,-19,51,0.74,70,39.2,19.24748,72.820414
R000856,2026-08-07 20:43:06.000 -0700,A113,Biologics,Pharmaceuticals,6000,365,2,8,Critical,Hyderabad -> Chennai,Hyderabad,Chennai,5,38,0.28,73,47,17.448917,78.332322
R000859,2026-08-07 20:43:21.000 -0700,A113,Frozen Chicken,Frozen Foods,320,365,-20,-18,High,Mumbai -> Delhi,Mumbai,Delhi,-19,60,0.16,72,52.2,19.038594,72.923621
R000863,2026-08-07 20:43:41.000 -0700,A115,Frozen Prawns,Frozen Foods,650,180,-20,-18,Critical,Visakhapatnam -> Bhubaneswar,Visakhapatnam,Bhubaneswar,-19,46,0.39,42,39.1,17.791699,83.24623
R000865,2026-08-07 20:43:51.000 -0700,A105,Asparagus,Exotic Fruits & Vegetables,450,10,2,4,High,Bengaluru -> Kochi,Bengaluru,Kochi,3,95,0.74,91,59,12.894018,77.614079
R000869,2026-08-07 20:44:12.000 -0700,A114,Avocados,Exotic Fruits & Vegetables,280,21,4,8,High,Pune -> Hyderabad,Pune,Hyderabad,6,74,0.61,80,41.4,18.640296,73.891459
R000872,2026-08-07 20:44:27.000 -0700,A106,Biologics,Pharmaceuticals,6000,365,2,8,Critical,Pune -> Nagpur,Pune,Nagpur,5,31,0.33,64,54.2,18.508536,73.899015
R000873,2026-08-07 20:44:32.000 -0700,A102,Lettuce,Exotic Fruits & Vegetables,90,7,0,2,High,Kochi -> Mumbai,Kochi,Mumbai,1,97,0.29,71,71.3,10.081897,76.37371
R000876,2026-08-07 20:44:47.000 -0700,A112,Insulin,Pharmaceuticals,3500,365,2,8,Critical,Visakhapatnam -> Bhubaneswar,Visakhapatnam,Bhubaneswar,5,31,0.47,93,59.2,17.716186,83.39116
R000877,2026-08-07 20:44:52.000 -0700,A108,Ice Cream,Frozen Foods,250,180,-25,-18,High,Pune -> Lucknow,Pune,Lucknow,-21.5,53,0.43,47,74.3,18.647496,73.764486
R000878,2026-08-07 20:44:57.000 -0700,A111,Insulin,Pharmaceuticals,3500,365,2,8,Critical,Lucknow -> Patna,Lucknow,Patna,5,49,0.47,56,45.4,26.855911,80.98756
R000880,2026-08-07 20:45:07.000 -0700,A104,Frozen Prawns,Frozen Foods,650,180,-20,-18,Critical,Delhi -> Amritsar,Delhi,Amritsar,-19,57,0.79,68,39.2,28.465786,77.258503
R000882,2026-08-07 20:45:17.000 -0700,A111,Asparagus,Exotic Fruits & Vegetables,450,10,2,4,High,Kolkata -> Guwahati,Kolkata,Guwahati,3,95,0.29,93,71,22.513346,88.281768
R000884,2026-08-07 20:45:27.000 -0700,A105,Biologics,Pharmaceuticals,6000,365,2,8,Critical,Pune -> Lucknow,Pune,Lucknow,5,43,0.5,76,39.3,18.525287,73.805144
R000885,2026-08-07 20:45:32.000 -0700,A114,Lettuce,Exotic Fruits & Vegetables,90,7,0,2,High,Hyderabad -> Chennai,Hyderabad,Chennai,1,95,0.61,91,46.3,17.300985,78.489001
R000886,2026-08-07 20:45:37.000 -0700,A102,Medicines,Pharmaceuticals,1200,730,15,25,High,Pune -> Lucknow,Pune,Lucknow,20,50,0.45,87,37.2,18.548046,73.878523
R000891,2026-08-07 20:46:02.000 -0700,A109,Frozen Meat,Frozen Foods,700,365,-20,-18,Critical,Hyderabad -> Chennai,Hyderabad,Chennai,-19,46,0.23,55,76.3,17.463171,78.361158
R000899,2026-08-07 20:46:42.000 -0700,A107,Ice Cream,Frozen Foods,250,180,-25,-18,High,Indore -> Bhopal,Indore,Bhopal,-21.5,43,0.53,89,33.2,22.756155,75.806823
R000901,2026-08-07 20:46:52.000 -0700,A113,Antibiotics,Pharmaceuticals,1500,365,2,8,High,Ahmedabad -> Delhi,Ahmedabad,Delhi,5,38,0.16,79,50.5,23.035516,72.587005
R000902,2026-08-07 20:46:57.000 -0700,A101,Lettuce,Exotic Fruits & Vegetables,90,7,0,2,High,Pune -> Lucknow,Pune,Lucknow,1,99,0.48,64,87,18.48106,73.855837
R000904,2026-08-07 20:47:07.000 -0700,A110,Broccoli,Exotic Fruits & Vegetables,180,14,0,4,High,Nashik -> Delhi,Nashik,Delhi,2,100,0.5,91,45.5,20.01761,73.727319
R000907,2026-08-07 20:47:22.000 -0700,A106,Ice Cream,Frozen Foods,250,180,-25,-18,High,Ahmedabad -> Delhi,Ahmedabad,Delhi,-21.5,52,0.27,40,85,23.007706,72.689047
R000909,2026-08-07 20:47:32.000 -0700,A110,Avocados,Exotic Fruits & Vegetables,280,21,4,8,High,Chennai -> Coimbatore,Chennai,Coimbatore,6,76,0.61,75,55.5,12.954539,80.212416
R000910,2026-08-07 20:47:37.000 -0700,A107,Avocados,Exotic Fruits & Vegetables,280,21,4,8,High,Mumbai -> Jaipur,Mumbai,Jaipur,6,71,0.13,86,77.5,19.052748,72.949401
R000911,2026-08-07 20:47:42.000 -0700,A104,Frozen Fish,Frozen Foods,450,180,-20,-18,Critical,Nagpur -> Raipur,Nagpur,Raipur,-19,57,0.74,54,63.6,21.174164,79.035673
R000912,2026-08-07 20:47:47.000 -0700,A112,Frozen Chicken,Frozen Foods,320,365,-20,-18,High,Nagpur -> Hyderabad,Nagpur,Hyderabad,-19,44,0.54,78,67.6,21.155709,79.1349
R000914,2026-08-07 20:47:57.000 -0700,A112,Ice Cream,Frozen Foods,250,180,-25,-18,High,Pune -> Lucknow,Pune,Lucknow,-21.5,44,0.43,44,55.4,18.452333,73.807119
R000915,2026-08-07 20:48:02.000 -0700,A113,Vaccines,Pharmaceuticals,5000,365,2,8,Critical,Mumbai -> Goa,Mumbai,Goa,5,35,0.38,85,35.3,18.991684,72.800165
R000917,2026-08-07 20:48:12.000 -0700,A110,Frozen Prawns,Frozen Foods,650,180,-20,-18,Critical,Hyderabad -> Kolkata,Hyderabad,Kolkata,-19,41,0.23,90,83.3,17.483172,78.533569
R000918,2026-08-07 20:48:17.000 -0700,A109,Biologics,Pharmaceuticals,6000,365,2,8,Critical,Hyderabad -> Kolkata,Hyderabad,Kolkata,5,35,0.31,43,36.7,17.537454,78.336949
R000919,2026-08-07 20:48:22.000 -0700,A113,Strawberries,Fruits,350,7,0,2,High,Indore -> Bhopal,Indore,Bhopal,1,94,0.49,89,76.3,22.685753,75.791288
R000925,2026-08-07 20:48:52.000 -0700,A107,Insulin,Pharmaceuticals,3500,365,2,8,Critical,Hyderabad -> Kolkata,Hyderabad,Kolkata,5,46,0.23,54,57.8,17.437392,78.567019
R000926,2026-08-07 20:48:58.000 -0700,A102,Antibiotics,Pharmaceuticals,1500,365,2,8,High,Pune -> Hyderabad,Pune,Hyderabad,5,44,0.13,55,68.5,18.490516,73.875546
R000927,2026-08-07 20:49:03.000 -0700,A114,Frozen Meat,Frozen Foods,700,365,-20,-18,Critical,Ahmedabad -> Chandigarh,Ahmedabad,Chandigarh,-19,46,0.47,93,34.7,23.097978,72.684658
R000928,2026-08-07 20:49:08.000 -0700,A115,Vaccines,Pharmaceuticals,5000,365,2,8,Critical,Mumbai -> Delhi,Mumbai,Delhi,5,36,0.49,86,58,19.095076,72.882485
R000931,2026-08-07 20:49:23.000 -0700,A102,Asparagus,Exotic Fruits & Vegetables,450,10,2,4,High,Mumbai -> Goa,Mumbai,Goa,3,100,0.58,46,60.6,19.037173,72.759905
R000935,2026-08-07 20:49:43.000 -0700,A105,Frozen Prawns,Frozen Foods,650,180,-20,-18,Critical,Mumbai -> Delhi,Mumbai,Delhi,-19,43,0.73,61,78.5,19.032151,72.937508
R000937,2026-08-07 20:49:53.000 -0700,A104,Medicines,Pharmaceuticals,1200,730,15,25,High,Pune -> Nagpur,Pune,Nagpur,20,54,0.49,76,64.7,18.499127,73.895892
R000939,2026-08-07 20:50:03.000 -0700,A107,Antibiotics,Pharmaceuticals,1500,365,2,8,High,Bengaluru -> Kochi,Bengaluru,Kochi,5,47,0.37,51,53.6,12.918802,77.705762
R000941,2026-08-07 20:50:13.000 -0700,A114,Broccoli,Exotic Fruits & Vegetables,180,14,0,4,High,Mumbai -> Jaipur,Mumbai,Jaipur,2,98,0.38,95,83.6,19.137214,72.937436
R000942,2026-08-07 20:50:18.000 -0700,A114,Antibiotics,Pharmaceuticals,1500,365,2,8,High,Kochi -> Bengaluru,Kochi,Bengaluru,5,31,0.47,82,34.6,9.946607,76.247516
R000943,2026-08-07 20:50:23.000 -0700,A111,Ice Cream,Frozen Foods,250,180,-25,-18,High,Hyderabad -> Bengaluru,Hyderabad,Bengaluru,-21.5,59,0.21,88,67.5,17.546187,78.443622
R000944,2026-08-07 20:50:28.000 -0700,A115,Asparagus,Exotic Fruits & Vegetables,450,10,2,4,High,Indore -> Delhi,Indore,Delhi,3,100,0.7,63,54.2,22.79792,75.866654
R000945,2026-08-07 20:50:33.000 -0700,A107,Frozen Prawns,Frozen Foods,650,180,-20,-18,Critical,Mumbai -> Goa,Mumbai,Goa,-19,59,0.64,91,45.3,19.166959,72.841055
R000948,2026-08-07 20:50:48.000 -0700,A111,Lettuce,Exotic Fruits & Vegetables,90,7,0,2,High,Mumbai -> Ahmedabad,Mumbai,Ahmedabad,1,98,0.61,90,65.9,19.193226,72.920649
R000949,2026-08-07 20:50:53.000 -0700,A109,Medicines,Pharmaceuticals,1200,730,15,25,High,Nagpur -> Raipur,Nagpur,Raipur,20,52,0.35,66,38.3,21.212743,79.066853
R000951,2026-08-07 20:51:03.000 -0700,A112,Ice Cream,Frozen Foods,250,180,-25,-18,High,Chennai -> Coimbatore,Chennai,Coimbatore,-21.5,54,0.79,79,67.8,13.073607,80.319282
R000952,2026-08-07 20:51:08.000 -0700,A109,Asparagus,Exotic Fruits & Vegetables,450,10,2,4,High,Indore -> Delhi,Indore,Delhi,3,95,0.35,68,49.3,22.796506,75.896461
R000953,2026-08-07 20:51:13.000 -0700,A112,Frozen Chicken,Frozen Foods,320,365,-20,-18,High,Hyderabad -> Kolkata,Hyderabad,Kolkata,-19,57,0.96,40,41.2,17.316777,78.504185
R000962,2026-08-07 20:51:58.000 -0700,A102,Frozen Prawns,Frozen Foods,650,180,-20,-18,Critical,Kochi -> Mumbai,Kochi,Mumbai,-19,41,0.44,76,65.1,10.085496,76.39243
R000963,2026-08-07 20:52:03.000 -0700,A115,Frozen Meat,Frozen Foods,700,365,-20,-18,Critical,Nashik -> Jaipur,Nashik,Jaipur,-19,45,0.45,46,43.2,19.917615,73.74702
R000967,2026-08-07 20:52:23.000 -0700,A104,Lettuce,Exotic Fruits & Vegetables,90,7,0,2,High,Mumbai -> Ahmedabad,Mumbai,Ahmedabad,1,100,0.67,60,44.1,19.183375,72.835448
R000968,2026-08-07 20:52:28.000 -0700,A103,Lettuce,Exotic Fruits & Vegetables,90,7,0,2,High,Ahmedabad -> Delhi,Ahmedabad,Delhi,1,99,0.2,46,58.6,23.041971,72.686311
R000970,2026-08-07 20:52:38.000 -0700,A115,Insulin,Pharmaceuticals,3500,365,2,8,Critical,Hyderabad -> Chennai,Hyderabad,Chennai,5,49,0.11,52,64.5,17.428292,78.573057
R000974,2026-08-07 20:52:58.000 -0700,A113,Broccoli,Exotic Fruits & Vegetables,180,14,0,4,High,Ahmedabad -> Chandigarh,Ahmedabad,Chandigarh,2,97,0.54,99,89.8,23.126782,72.47494
R000976,2026-08-07 20:53:08.000 -0700,A102,Medicines,Pharmaceuticals,1200,730,15,25,High,Chennai -> Coimbatore,Chennai,Coimbatore,20,50,0.42,44,88.9,12.911019,80.332832
R000982,2026-08-07 20:53:38.000 -0700,A111,Broccoli,Exotic Fruits & Vegetables,180,14,0,4,High,Chennai -> Coimbatore,Chennai,Coimbatore,2,98,0.42,49,35,13.007191,80.284547
R000983,2026-08-07 20:53:43.000 -0700,A103,Blood Plasma,Pharmaceuticals,8000,365,-30,-20,Critical,Hyderabad -> Bengaluru,Hyderabad,Bengaluru,-25,,0.15,68,50.8,17.486489,78.485579
R000984,2026-08-07 20:53:48.000 -0700,A101,Ice Cream,Frozen Foods,250,180,-25,-18,High,Pune -> Lucknow,Pune,Lucknow,-21.5,55,0.59,58,64.5,18.483904,73.910225
R000985,2026-08-07 20:53:54.000 -0700,A112,Frozen Meat,Frozen Foods,700,365,-20,-18,Critical,Hyderabad -> Kolkata,Hyderabad,Kolkata,-19,51,0.93,58,72.9,17.407793,78.583392
R000986,2026-08-07 20:53:59.000 -0700,A105,Avocados,Exotic Fruits & Vegetables,280,21,4,8,High,Nashik -> Jaipur,Nashik,Jaipur,6,68,0.59,85,47.5,19.9849,73.732868
R000987,2026-08-07 20:54:04.000 -0700,A113,Insulin,Pharmaceuticals,3500,365,2,8,Critical,Mumbai -> Jaipur,Mumbai,Jaipur,5,31,0.35,76,39.9,19.149856,72.786573
R000990,2026-08-07 20:54:19.000 -0700,A113,Avocados,Exotic Fruits & Vegetables,280,21,4,8,High,Kolkata -> Guwahati,Kolkata,Guwahati,6,74,0.68,62,42.6,22.484203,88.257205
R000992,2026-08-07 20:54:29.000 -0700,A110,Frozen Meat,Frozen Foods,700,365,-20,-18,Critical,Nagpur -> Hyderabad,Nagpur,Hyderabad,-19,41,0.29,53,44.3,21.057836,79.104165
R000993,2026-08-07 20:54:34.000 -0700,A104,Biologics,Pharmaceuticals,6000,365,2,8,Critical,Pune -> Lucknow,Pune,Lucknow,5,41,0.25,47,71.1,18.592058,73.838256
R000994,2026-08-07 20:54:39.000 -0700,A111,Broccoli,Exotic Fruits & Vegetables,180,14,0,4,High,Visakhapatnam -> Bhubaneswar,Visakhapatnam,Bhubaneswar,2,99,0.35,97,61,17.673815,83.249794
R000998,2026-08-07 20:54:59.000 -0700,A111,Ice Cream,Frozen Foods,250,180,-25,-18,High,Nagpur -> Hyderabad,Nagpur,Hyderabad,-21.5,42,0.42,60,85.7,21.113601,79.120591
R001000,2026-08-07 20:55:09.000 -0700,A101,Frozen Meat,Frozen Foods,700,365,-20,-18,Critical,Kochi -> Mumbai,Kochi,Mumbai,-19,53,0.32,74,69.8,10.020964,76.391917
R001001,2026-08-07 20:55:14.000 -0700,A111,Biologics,Pharmaceuticals,6000,365,2,8,Critical,Pune -> Hyderabad,Pune,Hyderabad,5,37,0.41,86,33.6,18.545906,73.944171
R001002,2026-08-07 20:55:19.000 -0700,A114,Blood Plasma,Pharmaceuticals,8000,365,-30,-20,Critical,Visakhapatnam -> Bhubaneswar,Visakhapatnam,Bhubaneswar,-25,30,0.32,68,48.6,17.761437,83.207236
R001008,2026-08-07 20:55:49.000 -0700,A110,Broccoli,Exotic Fruits & Vegetables,180,14,0,4,High,Kolkata -> Guwahati,Kolkata,Guwahati,2,100,0.17,81,39.5,22.596461,88.302248
R001016,2026-08-07 20:56:29.000 -0700,A105,Strawberries,Fruits,350,7,0,2,High,Delhi -> Amritsar,Delhi,Amritsar,1,91,0.39,91,37.1,28.646923,77.100878
R001019,2026-08-07 20:56:44.000 -0700,A113,Frozen Chicken,Frozen Foods,320,365,-20,-18,High,Mumbai -> Jaipur,Mumbai,Jaipur,-19,40,0.21,92,61.3,19.088866,72.880429
R001020,2026-08-07 20:56:49.000 -0700,A104,Broccoli,Exotic Fruits & Vegetables,180,14,0,4,High,Ahmedabad -> Delhi,Ahmedabad,Delhi,2,97,0.65,59,58.5,23.101907,72.670138
R001021,2026-08-07 20:56:54.000 -0700,A104,Blood Plasma,Pharmaceuticals,8000,365,-30,-20,Critical,Nashik -> Jaipur,Nashik,Jaipur,-25,33,0.47,64,84,19.997979,73.727859
R001023,2026-08-07 20:57:04.000 -0700,A107,Frozen Meat,Frozen Foods,700,365,-20,-18,Critical,Visakhapatnam -> Bhubaneswar,Visakhapatnam,Bhubaneswar,-19,59,0.59,46,31,17.683571,83.217256
R001025,2026-08-07 20:57:14.000 -0700,A105,Strawberries,Fruits,350,7,0,2,High,Surat -> Pune,Surat,Pune,1,90,0.39,78,73.8,21.147599,72.769956
R001026,2026-08-07 20:57:19.000 -0700,A111,Lettuce,Exotic Fruits & Vegetables,90,7,0,2,High,Nashik -> Jaipur,Nashik,Jaipur,1,97,0.72,81,34.8,19.95629,73.807865
R001027,2026-08-07 20:57:24.000 -0700,A111,Frozen Chicken,Frozen Foods,320,365,-20,-18,High,Kochi -> Mumbai,Kochi,Mumbai,-19,46,0.2,86,53.9,9.995138,76.17162
R001028,2026-08-07 20:57:29.000 -0700,A110,Ice Cream,Frozen Foods,250,180,-25,-18,High,Chennai -> Coimbatore,Chennai,Coimbatore,-21.5,54,0.1,41,34.8,13.191002,80.2428
R001029,2026-08-07 20:57:34.000 -0700,A105,Frozen Chicken,Frozen Foods,320,365,-20,-18,High,Mumbai -> Jaipur,Mumbai,Jaipur,-19,54,0.22,44,89.8,19.018661,72.861113
R001032,2026-08-07 20:57:49.000 -0700,A104,Strawberries,Fruits,350,7,0,2,High,Pune -> Hyderabad,Pune,Hyderabad,1,95,0.71,65,49.4,18.522062,73.875797
R001033,2026-08-07 20:57:54.000 -0700,A115,Frozen Chicken,Frozen Foods,320,365,-20,-18,High,Pune -> Lucknow,Pune,Lucknow,-19,54,0.11,85,51.4,18.468103,73.855707
R001036,2026-08-07 20:58:09.000 -0700,A113,Blood Plasma,Pharmaceuticals,8000,365,-30,-20,Critical,Mumbai -> Goa,Mumbai,Goa,-25,45,0.16,61,52.3,19.178886,72.900251
R001040,2026-08-07 20:58:29.000 -0700,A103,Asparagus,Exotic Fruits & Vegetables,450,10,2,4,High,Bengaluru -> Chennai,Bengaluru,Chennai,3,96,0.67,54,33.8,13.087621,77.652145
R001043,2026-08-07 20:58:44.000 -0700,A112,Frozen Fish,Frozen Foods,450,180,-20,-18,Critical,Kochi -> Mumbai,Kochi,Mumbai,-19,50,0.77,96,73.8,10.04646,76.203491
R001045,2026-08-07 20:58:54.000 -0700,A111,Strawberries,Fruits,350,7,0,2,High,Pune -> Nagpur,Pune,Nagpur,1,95,0.25,41,86.5,18.473529,73.789381
R001047,2026-08-07 20:59:04.000 -0700,A110,Biologics,Pharmaceuticals,6000,365,2,8,Critical,Mumbai -> Delhi,Mumbai,Delhi,5,42,0.12,88,85.4,19.089107,72.797202
