READING_ID,TIMESTAMP,CONTAINER_ID,COMMODITY,CATEGORY,SOURCE,DESTINATION,TEMPERATURE,HUMIDITY,VIBRATION,BATTERY_LEVEL,SPEED,LATITUDE,LONGITUDE,INGESTED_AT
R000384,2026-07-30 22:57:13.000 -0700,A106,Tomato,Vegetables,Mumbai,Goa,9.33,86,0.54,59,76.5,22.086928,75.814094,2026-07-30 10:27:13.223 -0700
R000385,2026-07-30 22:57:18.000 -0700,A107,Frozen Fish,Frozen Foods,Nagpur,Hyderabad,-18.71,56,0.73,55,73.5,10.085022,76.544164,2026-07-30 10:27:18.258 -0700
R000386,2026-07-30 22:57:23.000 -0700,A102,Frozen French Fries,Frozen Foods,Ahmedabad,Delhi,-18.01,55,0.68,73,68.8,19.356809,72.762607,2026-07-30 10:27:23.244 -0700
R000387,2026-07-30 22:57:28.000 -0700,A108,Vaccines,Pharmaceuticals,Kolkata,Guwahati,11.01,36,0.44,81,86.6,17.914591,78.37678,2026-07-30 10:27:28.255 -0700
R000388,2026-07-30 22:57:33.000 -0700,A101,Avocados,Exotic Fruits & Vegetables,Surat,Pune,7.43,73,0.29,89,42.1,13.142916,77.769516,2026-07-30 10:27:33.288 -0700
R000389,2026-07-30 22:57:38.000 -0700,A105,Vaccines,Pharmaceuticals,Indore,Bhopal,5.27,50,0.45,57,72.2,17.430048,78.564669,2026-07-30 10:27:38.295 -0700
R000390,2026-07-30 22:57:43.000 -0700,A105,Frozen Peas,Frozen Foods,Bengaluru,Chennai,-19.05,43,0.39,55,81.4,30.874341,76.257624,2026-07-30 10:27:43.302 -0700
R000391,2026-07-30 22:57:48.000 -0700,A102,Potato,Vegetables,Mumbai,Delhi,4.38,93,0.56,43,32.9,22.59444,75.494932,2026-07-30 10:27:48.309 -0700
R000392,2026-07-30 22:57:53.000 -0700,A113,Insulin,Pharmaceuticals,Chennai,Coimbatore,2.71,46,0.49,94,39.9,17.945238,78.729337,2026-07-30 10:27:53.348 -0700
R000393,2026-07-30 22:57:58.000 -0700,A105,Frozen Corn,Frozen Foods,Pune,Hyderabad,-19.88,41,0.36,94,82.5,22.619008,76.261614,2026-07-30 10:27:58.343 -0700
R000394,2026-07-30 22:58:03.000 -0700,A104,Potato,Vegetables,Hyderabad,Kolkata,5.39,92,0.56,81,35.8,22.649131,76.019,2026-07-30 10:28:03.356 -0700
R000395,2026-07-30 22:58:08.000 -0700,A109,Pineapple,Fruits,Pune,Nagpur,8.74,88,0.49,50,67.4,10.257586,77.15479,2026-07-30 10:28:08.380 -0700
R000396,2026-07-30 22:58:13.000 -0700,A107,Papaya,Fruits,Bengaluru,Kochi,11.29,90,0.56,74,45.5,17.737224,78.013075,2026-07-30 10:28:13.385 -0700
R000397,2026-07-30 22:58:18.000 -0700,A104,Frozen Fish,Frozen Foods,Ahmedabad,Delhi,-19.27,49,0.52,81,34.4,9.611544,76.264134,2026-07-30 10:28:18.422 -0700
R000398,2026-07-30 22:58:23.000 -0700,A111,Capsicum,Vegetables,Chennai,Coimbatore,7.26,95,0.78,85,68.7,13.0129,77.717153,2026-07-30 10:28:23.414 -0700
R000399,2026-07-30 22:58:28.000 -0700,A108,Orange,Fruits,Mumbai,Ahmedabad,7.07,89,0.32,71,66.9,20.427986,79.634254,2026-07-30 10:28:28.432 -0700
R000400,2026-07-30 22:58:33.000 -0700,A107,Dragon Fruit,Exotic Fruits & Vegetables,Ahmedabad,Delhi,8.82,87,0.67,53,36.3,17.638336,78.10198,2026-07-30 10:28:33.458 -0700
R000401,2026-07-30 22:58:38.000 -0700,A103,Broccoli,Exotic Fruits & Vegetables,Hyderabad,Bengaluru,3.19,95,0.71,65,75.2,13.412402,77.220951,2026-07-30 10:28:38.467 -0700
R000402,2026-07-30 22:58:43.000 -0700,A112,Blood Plasma,Pharmaceuticals,Indore,Bhopal,-21.07,45,0.45,84,65.3,17.770551,78.324982,2026-07-30 10:28:43.479 -0700
R000404,2026-07-30 22:58:53.000 -0700,A109,Ice Cream,Frozen Foods,Mumbai,Goa,-24.06,56,0.6,71,77.9,19.521038,73.383035,2026-07-30 10:28:53.514 -0700
R000405,2026-07-30 22:58:58.000 -0700,A105,Orange,Fruits,Kochi,Bengaluru,5.75,85,0.14,84,34.5,21.345924,79.959585,2026-07-30 10:28:58.525 -0700
R000406,2026-07-30 22:59:03.000 -0700,A115,Capsicum,Vegetables,Nashik,Jaipur,9.75,94,0.36,86,32.9,13.097512,77.036654,2026-07-30 10:29:03.534 -0700
R000407,2026-07-30 22:59:08.000 -0700,A114,Orange,Fruits,Kochi,Mumbai,4.18,90,0.2,75,80.5,21.901159,79.097829,2026-07-30 10:29:08.575 -0700
R000408,2026-07-30 22:59:13.000 -0700,A114,Vaccines,Pharmaceuticals,Nashik,Jaipur,7.65,31,0.25,88,61.7,17.450879,78.035551,2026-07-30 10:29:13.572 -0700
R000409,2026-07-30 22:59:18.000 -0700,A109,Grapes,Fruits,Indore,Delhi,7.35,91,0.16,93,69.4,19.764984,74.450213,2026-07-30 10:29:18.587 -0700
R000410,2026-07-30 22:59:23.000 -0700,A102,Cabbage,Vegetables,Visakhapatnam,Bhubaneswar,1.01,96,0.14,56,55.1,30.477721,76.365123,2026-07-30 10:29:23.605 -0700
R000411,2026-07-30 22:59:28.000 -0700,A113,Capsicum,Vegetables,Mumbai,Jaipur,9.91,91,0.55,65,32.6,12.776965,77.240707,2026-07-30 10:29:28.609 -0700
R000412,2026-07-30 22:59:33.000 -0700,A113,Frozen Meat,Frozen Foods,Hyderabad,Chennai,-19.53,60,0.43,94,51.2,19.240621,72.684118,2026-07-30 10:29:33.621 -0700
R000413,2026-07-30 22:59:38.000 -0700,A110,Apple,Fruits,Nagpur,Hyderabad,0.12,93,0.53,76,73.1,34.392194,74.958351,2026-07-30 10:29:38.652 -0700
R000414,2026-07-30 22:59:43.000 -0700,A102,Pineapple,Fruits,Mumbai,Jaipur,8.14,87,0.22,52,71,11.496378,76.272499,2026-07-30 10:29:43.666 -0700
R000415,2026-07-30 22:59:48.000 -0700,A104,Cauliflower,Vegetables,Indore,Delhi,0.28,98,0.48,85,60.1,30.4305,76.821863,2026-07-30 10:29:48.680 -0700
R000417,2026-07-30 22:59:58.000 -0700,A108,Pineapple,Fruits,Ahmedabad,Delhi,9.55,86,0.56,94,72.9,10.833952,76.53256,2026-07-30 10:29:58.720 -0700
R000418,2026-07-30 23:00:03.000 -0700,A113,Biologics,Pharmaceuticals,Nagpur,Hyderabad,5.91,33,0.28,66,43.7,17.361948,78.292962,2026-07-30 10:30:03.727 -0700
R000419,2026-07-30 23:00:08.000 -0700,A104,Strawberries,Fruits,Mumbai,Delhi,0.62,92,0.76,72,54.5,19.138051,73.138248,2026-07-30 10:30:08.764 -0700
R000420,2026-07-30 23:00:13.000 -0700,A109,Cabbage,Vegetables,Nashik,Jaipur,1.61,97,0.57,79,55.4,30.001214,76.457829,2026-07-30 10:30:13.766 -0700
R000421,2026-07-30 23:00:18.000 -0700,A110,Insulin,Pharmaceuticals,Hyderabad,Bengaluru,,49,0.37,57,86.5,17.512549,78.636132,2026-07-30 10:30:18.776 -0700
R000422,2026-07-30 23:00:23.000 -0700,A109,Lettuce,Exotic Fruits & Vegetables,Indore,Delhi,0.93,100,0.31,70,43.7,13.058162,77.5772,2026-07-30 10:30:23.804 -0700
R000423,2026-07-30 23:00:28.000 -0700,A103,Vaccines,Pharmaceuticals,Surat,Pune,5.28,35,0.5,83,68.6,17.637361,78.787631,2026-07-30 10:30:28.821 -0700
R000424,2026-07-30 23:00:33.000 -0700,A106,Apple,Fruits,Kochi,Bengaluru,2.65,92,0.5,77,87.1,34.745104,74.831651,2026-07-30 10:30:33.821 -0700
R000425,2026-07-30 23:00:38.000 -0700,A106,Onion,Vegetables,Hyderabad,Chennai,3.8,75,0.19,50,77.3,20.768232,74.957752,2026-07-30 10:30:38.860 -0700
R000426,2026-07-30 23:00:43.000 -0700,A102,Carrot,Vegetables,Mumbai,Delhi,7.51,95,0.23,82,84,30.818054,76.644055,2026-07-30 10:30:43.940 -0700
R000427,2026-07-30 23:00:48.000 -0700,A113,Orange,Fruits,Mumbai,Jaipur,13.39,87,0.21,78,82,20.86715,79.621446,2026-07-30 10:30:48.886 -0700
R000428,2026-07-30 23:00:53.000 -0700,A110,Insulin,Pharmaceuticals,Visakhapatnam,Bhubaneswar,3.05,33,0.19,72,51.5,17.757802,78.304493,2026-07-30 10:30:53.884 -0700
R000429,2026-07-30 23:00:58.000 -0700,A112,Onion,Vegetables,Nashik,Delhi,0.72,68,0.64,65,36.2,20.203186,74.752336,2026-07-30 10:30:58.920 -0700
R000430,2026-07-30 23:01:03.000 -0700,A109,Frozen Prawns,Frozen Foods,Chennai,Coimbatore,-19.55,53,0.67,59,75.4,9.573619,76.558276,2026-07-30 10:31:03.932 -0700
R000431,2026-07-30 23:01:08.000 -0700,A107,Cauliflower,Vegetables,Nagpur,Raipur,0.88,98,0.72,59,49.5,30.518526,76.691675,2026-07-30 10:31:08.930 -0700
R000432,2026-07-30 23:01:13.000 -0700,A106,Onion,Vegetables,Mumbai,Delhi,1.8,73,0.11,74,86.5,20.044848,74.78883,2026-07-30 10:31:13.950 -0700
R000433,2026-07-30 23:01:18.000 -0700,A108,Blood Plasma,Pharmaceuticals,Chennai,Coimbatore,,50,0.41,97,61.5,17.829312,78.927698,2026-07-30 10:31:18.972 -0700
R000434,2026-07-30 23:01:23.000 -0700,A113,Frozen Prawns,Frozen Foods,Nagpur,Raipur,-19.45,54,0.8,50,77.7,9.608975,76.229769,2026-07-30 10:31:24.486 -0700
R000435,2026-07-30 23:01:28.000 -0700,A111,Avocados,Exotic Fruits & Vegetables,Kochi,Bengaluru,,76,0.5,75,61.7,12.513668,77.750533,2026-07-30 10:31:29.020 -0700
R000437,2026-07-30 23:01:38.000 -0700,A114,Frozen Meat,Frozen Foods,Nashik,Delhi,-18.21,44,0.68,62,61.9,19.255737,73.259782,2026-07-30 10:31:39.053 -0700
R000438,2026-07-30 23:01:43.000 -0700,A110,Lettuce,Exotic Fruits & Vegetables,Bengaluru,Chennai,3.15,95,0.24,66,59.4,13.43336,77.349914,2026-07-30 10:31:44.077 -0700
R000439,2026-07-30 23:01:49.000 -0700,A109,Apple,Fruits,Mumbai,Delhi,2.69,91,0.22,98,33.3,34.73219,74.586405,2026-07-30 10:31:49.099 -0700
R000440,2026-07-30 23:01:54.000 -0700,A105,Blood Plasma,Pharmaceuticals,Lucknow,Patna,-27.69,31,0.4,93,77.3,17.058199,78.252138,2026-07-30 10:31:54.098 -0700
R000441,2026-07-30 23:01:59.000 -0700,A104,Apple,Fruits,Delhi,Amritsar,8.71,90,0.29,86,82.2,34.717114,74.887852,2026-07-30 10:31:59.117 -0700
R000442,2026-07-30 23:02:04.000 -0700,A106,Apple,Fruits,Kolkata,Guwahati,2.48,91,0.64,43,63.2,34.374671,75.14174,2026-07-30 10:32:04.120 -0700
R000443,2026-07-30 23:02:09.000 -0700,A101,Onion,Vegetables,Delhi,Amritsar,3.77,73,0.15,43,87.3,20.778652,74.12452,2026-07-30 10:32:09.124 -0700
R000445,2026-07-30 23:02:19.000 -0700,A104,Cauliflower,Vegetables,Mumbai,Ahmedabad,1.88,100,0.44,64,55.5,30.950413,76.065587,2026-07-30 10:32:19.133 -0700
R000446,2026-07-30 23:02:24.000 -0700,A114,Grapes,Fruits,Nashik,Jaipur,7.92,94,0.19,93,53,19.55483,73.711215,2026-07-30 10:32:24.146 -0700
R000447,2026-07-30 23:02:29.000 -0700,A102,Antibiotics,Pharmaceuticals,Nagpur,Hyderabad,3.28,38,0.33,45,57.9,17.190039,78.436204,2026-07-30 10:32:29.167 -0700
R000448,2026-07-30 23:02:34.000 -0700,A107,Potato,Vegetables,Mumbai,Jaipur,12.17,93,0.55,51,48.1,23.197153,76.13572,2026-07-30 10:32:34.168 -0700
R000449,2026-07-30 23:02:39.000 -0700,A110,Frozen Peas,Frozen Foods,Nashik,Jaipur,-19.35,54,0.35,81,35.5,30.246144,76.861367,2026-07-30 10:32:39.184 -0700
R000450,2026-07-30 23:02:44.000 -0700,A115,Green Peas,Vegetables,Mumbai,Goa,1.05,93,0.46,42,72.4,30.778116,76.776632,2026-07-30 10:32:44.204 -0700
R000451,2026-07-30 23:02:49.000 -0700,A113,Papaya,Fruits,Mumbai,Ahmedabad,11.65,86,0.44,69,79.5,16.152198,78.20186,2026-07-30 10:32:49.202 -0700
R000452,2026-07-30 23:02:54.000 -0700,A105,Capsicum,Vegetables,Pune,Nagpur,8.35,92,0.14,67,84.9,13.434711,77.421579,2026-07-30 10:32:54.219 -0700
R000453,2026-07-30 23:02:59.000 -0700,A102,Papaya,Fruits,Indore,Bhopal,10.08,88,0.75,91,75.5,16.70309,78.739138,2026-07-30 10:32:59.251 -0700
R000455,2026-07-30 23:03:09.000 -0700,A113,Apple,Fruits,Nashik,Jaipur,0.81,91,0.72,82,41.9,34.581547,74.286515,2026-07-30 10:33:09.261 -0700
R000456,2026-07-30 23:03:14.000 -0700,A109,Frozen Peas,Frozen Foods,Kochi,Bengaluru,-19.13,47,0.69,59,69.5,30.468272,76.629983,2026-07-30 10:33:14.291 -0700
R000458,2026-07-30 23:03:24.000 -0700,A105,Antibiotics,Pharmaceuticals,Lucknow,Patna,5.36,41,0.43,63,67.6,17.7482,78.980734,2026-07-30 10:33:24.314 -0700
R000459,2026-07-30 23:03:29.000 -0700,A115,Tomato,Vegetables,Hyderabad,Kolkata,8.51,89,0.77,79,70.2,23.073573,76.076414,2026-07-30 10:33:29.314 -0700
R000461,2026-07-30 23:03:39.000 -0700,A109,Cabbage,Vegetables,Ahmedabad,Delhi,1.17,100,0.73,94,65.7,30.458998,76.341521,2026-07-30 10:33:39.327 -0700
R000462,2026-07-30 23:03:44.000 -0700,A104,Grapes,Fruits,Kochi,Mumbai,0.83,91,0.51,72,72.8,19.847721,73.739248,2026-07-30 10:33:44.348 -0700
R000463,2026-07-30 23:03:49.000 -0700,A113,Frozen Prawns,Frozen Foods,Nagpur,Hyderabad,-19.43,51,0.9,67,31.7,10.247645,76.340712,2026-07-30 10:33:49.359 -0700
R000465,2026-07-30 23:03:59.000 -0700,A107,Capsicum,Vegetables,Pune,Nagpur,9.27,94,0.14,93,57.6,13.017542,77.304216,2026-07-30 10:33:59.373 -0700
R000467,2026-07-30 23:04:09.000 -0700,A109,Blood Plasma,Pharmaceuticals,Mumbai,Goa,-25.69,34,0.34,75,35.5,17.516526,78.066125,2026-07-30 10:34:09.419 -0700
R000468,2026-07-30 23:04:14.000 -0700,A106,Tomato,Vegetables,Hyderabad,Bengaluru,9.85,88,0.16,92,48.6,22.87269,76.132488,2026-07-30 10:34:14.437 -0700
R000469,2026-07-30 23:04:19.000 -0700,A109,Frozen Meat,Frozen Foods,Kochi,Bengaluru,-19.97,52,0.76,42,57.2,19.05998,72.905746,2026-07-30 10:34:19.461 -0700
R000470,2026-07-30 23:04:24.000 -0700,A108,Biologics,Pharmaceuticals,Lucknow,Patna,4.96,46,0.44,73,36,17.569572,78.668844,2026-07-30 10:34:24.474 -0700
R000471,2026-07-30 23:04:29.000 -0700,A111,Frozen Prawns,Frozen Foods,Pune,Lucknow,,47,0.68,94,64.9,10.421169,76.18086,2026-07-30 10:34:29.476 -0700
R000472,2026-07-30 23:04:34.000 -0700,A110,Asparagus,Exotic Fruits & Vegetables,Ahmedabad,Chandigarh,3.39,95,0.3,45,78.7,13.058468,77.879405,2026-07-30 10:34:34.483 -0700
R000473,2026-07-30 23:04:39.000 -0700,A114,Blood Plasma,Pharmaceuticals,Hyderabad,Kolkata,-15.62,48,0.12,54,73.7,17.095654,78.99795,2026-07-30 10:34:39.488 -0700
R000474,2026-07-30 23:04:44.000 -0700,A101,Lettuce,Exotic Fruits & Vegetables,Indore,Delhi,0.7,95,0.46,59,79.6,12.956359,77.759726,2026-07-30 10:34:44.516 -0700
R000475,2026-07-30 23:04:49.000 -0700,A111,Orange,Fruits,Kochi,Bengaluru,6.01,86,0.65,42,43.1,20.296496,79.121473,2026-07-30 10:34:49.518 -0700
R000478,2026-07-30 23:05:04.000 -0700,A101,Antibiotics,Pharmaceuticals,Kochi,Bengaluru,7.01,35,0.28,91,85.4,17.613623,78.066441,2026-07-30 10:35:04.555 -0700
R000479,2026-07-30 23:05:09.000 -0700,A103,Strawberries,Fruits,Chennai,Coimbatore,,94,0.76,40,68.2,19.027498,73.720274,2026-07-30 10:35:09.576 -0700
R000480,2026-07-30 23:05:14.000 -0700,A104,Frozen Chicken,Frozen Foods,Mumbai,Jaipur,-19.6,55,0.94,95,60.7,13.441353,77.605575,2026-07-30 10:35:14.586 -0700
R000481,2026-07-30 23:05:19.000 -0700,A113,Frozen Prawns,Frozen Foods,Mumbai,Ahmedabad,-19.61,40,0.22,77,55,10.173211,76.819244,2026-07-30 10:35:19.608 -0700
R000482,2026-07-30 23:05:24.000 -0700,A104,Green Peas,Vegetables,Indore,Bhopal,1.26,90,0.29,52,87.6,30.252886,76.507653,2026-07-30 10:35:24.631 -0700
R000483,2026-07-30 23:05:29.000 -0700,A109,Green Peas,Vegetables,Hyderabad,Bengaluru,3.77,91,0.61,56,75.2,30.923404,76.804059,2026-07-30 10:35:29.639 -0700
R000484,2026-07-30 23:05:34.000 -0700,A112,Orange,Fruits,Mumbai,Ahmedabad,4.74,89,0.58,48,59.6,21.577528,79.948098,2026-07-30 10:35:34.668 -0700
R000485,2026-07-30 23:05:39.000 -0700,A112,Cauliflower,Vegetables,Hyderabad,Bengaluru,0.95,98,0.72,91,60.7,30.342619,76.383945,2026-07-30 10:35:39.665 -0700
R000486,2026-07-30 23:05:44.000 -0700,A106,Kiwi,Exotic Fruits & Vegetables,Pune,Nagpur,,94,0.56,43,41.5,13.303875,77.570973,2026-07-30 10:35:44.710 -0700
R000487,2026-07-30 23:05:49.000 -0700,A108,Papaya,Fruits,Mumbai,Ahmedabad,12.07,86,0.36,78,51.9,16.922093,78.216522,2026-07-30 10:35:49.718 -0700
R000489,2026-07-30 23:05:59.000 -0700,A107,Blood Plasma,Pharmaceuticals,Ahmedabad,Chandigarh,-25.09,30,0.24,96,37.2,17.693669,78.110847,2026-07-30 10:35:59.750 -0700
R000490,2026-07-30 23:06:04.000 -0700,A115,Frozen Chicken,Frozen Foods,Indore,Bhopal,,46,0.91,86,84.9,12.922179,77.622865,2026-07-30 10:36:04.732 -0700
R000491,2026-07-30 23:06:09.000 -0700,A108,Carrot,Vegetables,Ahmedabad,Delhi,0.76,100,0.33,64,76.4,30.001658,76.670937,2026-07-30 10:36:09.763 -0700
R000492,2026-07-30 23:06:14.000 -0700,A105,Asparagus,Exotic Fruits & Vegetables,Nashik,Delhi,3.32,98,0.45,53,85.4,13.16932,77.950695,2026-07-30 10:36:14.800 -0700
R000493,2026-07-30 23:06:19.000 -0700,A108,Antibiotics,Pharmaceuticals,Chennai,Coimbatore,5.16,48,0.47,44,65.8,17.643077,78.571723,2026-07-30 10:36:19.812 -0700
R000494,2026-07-30 23:06:24.000 -0700,A106,Strawberries,Fruits,Lucknow,Patna,0,92,0.18,99,32.9,18.80796,73.066545,2026-07-30 10:36:24.833 -0700
R000495,2026-07-30 23:06:29.000 -0700,A112,Apple,Fruits,Indore,Delhi,2.45,95,0.5,57,86.9,34.532653,75.104813,2026-07-30 10:36:29.850 -0700
R000496,2026-07-30 23:06:34.000 -0700,A104,Pineapple,Fruits,Ahmedabad,Chandigarh,7.76,89,0.79,40,71.9,10.474934,76.028081,2026-07-30 10:36:34.881 -0700
R000497,2026-07-30 23:06:39.000 -0700,A109,Frozen Meat,Frozen Foods,Indore,Delhi,-19.25,43,0.66,59,69,19.075801,72.887496,2026-07-30 10:36:39.885 -0700
R000498,2026-07-30 23:06:44.000 -0700,A102,Carrot,Vegetables,Chennai,Coimbatore,1.4,98,0.2,40,76.4,30.30865,76.315844,2026-07-30 10:36:44.920 -0700
R000499,2026-07-30 23:06:49.000 -0700,A113,Apple,Fruits,Kolkata,Guwahati,8.1,94,0.26,53,33.6,34.532264,75.043244,2026-07-30 10:36:49.937 -0700
R000500,2026-07-30 23:06:54.000 -0700,A109,Frozen Prawns,Frozen Foods,Nashik,Jaipur,-19.55,45,0.67,40,86.3,9.654003,76.141688,2026-07-30 10:36:54.955 -0700
R000501,2026-07-30 23:06:59.000 -0700,A115,Antibiotics,Pharmaceuticals,Nashik,Delhi,4.54,45,0.11,45,62.6,17.637938,78.347172,2026-07-30 10:36:59.951 -0700
R000502,2026-07-30 23:07:04.000 -0700,A110,Green Peas,Vegetables,Hyderabad,Bengaluru,0.21,92,0.36,58,71.3,30.24745,76.802598,2026-07-30 10:37:04.994 -0700
R000503,2026-07-30 23:07:09.000 -0700,A115,Papaya,Fruits,Nagpur,Hyderabad,16.62,87,0.6,42,52.4,17.118683,78.959341,2026-07-30 10:37:09.993 -0700
R000504,2026-07-30 23:07:14.000 -0700,A108,Frozen Fish,Frozen Foods,Nagpur,Hyderabad,-18.82,44,0.88,40,75.5,9.732749,76.413599,2026-07-30 10:37:14.998 -0700
R000505,2026-07-30 23:07:19.000 -0700,A104,Blood Plasma,Pharmaceuticals,Indore,Delhi,-23.95,44,0.26,47,31.7,17.709174,78.961448,2026-07-30 10:37:20.020 -0700
R000506,2026-07-30 23:07:24.000 -0700,A101,Onion,Vegetables,Nashik,Jaipur,2.93,73,0.45,79,43.7,20.85515,74.645999,2026-07-30 10:37:25.033 -0700
R000507,2026-07-30 23:07:29.000 -0700,A112,Antibiotics,Pharmaceuticals,Indore,Bhopal,7.12,30,0.3,74,46.9,17.900435,78.532585,2026-07-30 10:37:30.478 -0700
R000508,2026-07-30 23:07:34.000 -0700,A107,Potato,Vegetables,Kolkata,Guwahati,6.98,95,0.7,96,68.4,22.425892,76.271311,2026-07-30 10:37:35.043 -0700
R000509,2026-07-30 23:07:39.000 -0700,A115,Apple,Fruits,Mumbai,Delhi,1.12,91,0.11,65,85.4,34.32429,74.116674,2026-07-30 10:37:40.071 -0700
R000510,2026-07-30 23:07:45.000 -0700,A114,Kiwi,Exotic Fruits & Vegetables,Nagpur,Raipur,0.82,91,0.32,81,39.1,12.88754,77.202674,2026-07-30 10:37:45.082 -0700
R000511,2026-07-30 23:07:50.000 -0700,A103,Insulin,Pharmaceuticals,Delhi,Amritsar,4.86,38,0.39,85,44.1,17.694518,78.168291,2026-07-30 10:37:50.116 -0700
R000512,2026-07-30 23:07:55.000 -0700,A105,Orange,Fruits,Indore,Bhopal,7.81,87,0.4,88,82.7,20.804869,78.252424,2026-07-30 10:37:55.143 -0700
R000513,2026-07-30 23:08:00.000 -0700,A103,Orange,Fruits,Mumbai,Delhi,,85,0.66,92,44.7,21.674574,78.902511,2026-07-30 10:38:00.160 -0700
R000514,2026-07-30 23:08:05.000 -0700,A106,Frozen Meat,Frozen Foods,Nagpur,Raipur,-18.56,59,0.31,64,89.6,19.43841,73.477595,2026-07-30 10:38:05.186 -0700
R000515,2026-07-30 23:08:10.000 -0700,A110,Orange,Fruits,Bengaluru,Kochi,5.24,90,0.16,59,50.4,21.406381,78.292255,2026-07-30 10:38:10.191 -0700
R000516,2026-07-30 23:08:15.000 -0700,A112,Green Peas,Vegetables,Nagpur,Raipur,0.44,93,0.21,67,83.6,30.172198,76.78317,2026-07-30 10:38:15.219 -0700
R000517,2026-07-30 23:08:20.000 -0700,A104,Biologics,Pharmaceuticals,Nashik,Jaipur,2.78,50,0.14,95,30.7,17.126408,78.765693,2026-07-30 10:38:20.252 -0700
R000518,2026-07-30 23:08:25.000 -0700,A109,Antibiotics,Pharmaceuticals,Nashik,Delhi,2.85,31,0.29,47,47.7,17.359051,78.835649,2026-07-30 10:38:25.275 -0700
R000519,2026-07-30 23:08:30.000 -0700,A101,Frozen French Fries,Frozen Foods,Nashik,Jaipur,-19.82,53,0.24,79,75.9,19.500121,72.702437,2026-07-30 10:38:30.272 -0700
R000520,2026-07-30 23:08:35.000 -0700,A108,Frozen Prawns,Frozen Foods,Hyderabad,Bengaluru,-19.73,60,0.58,56,63.3,10.340643,76.737411,2026-07-30 10:38:35.305 -0700
R000521,2026-07-30 23:08:40.000 -0700,A102,Biologics,Pharmaceuticals,Indore,Delhi,4.44,33,0.32,78,46.2,17.763927,78.739078,2026-07-30 10:38:40.325 -0700
R000522,2026-07-30 23:08:45.000 -0700,A104,Strawberries,Fruits,Delhi,Amritsar,1.5,92,0.58,60,75.6,19.392277,73.440365,2026-07-30 10:38:45.348 -0700
R000523,2026-07-30 23:08:50.000 -0700,A105,Cabbage,Vegetables,Mumbai,Ahmedabad,1.94,100,0.79,56,57.2,30.702727,76.175378,2026-07-30 10:38:50.332 -0700
R000524,2026-07-30 23:08:55.000 -0700,A110,Broccoli,Exotic Fruits & Vegetables,Pune,Lucknow,0.41,99,0.74,80,32.3,13.239331,77.600132,2026-07-30 10:38:55.343 -0700
R000525,2026-07-30 23:09:00.000 -0700,A109,Medicines,Pharmaceuticals,Hyderabad,Bengaluru,21.73,38,0.16,79,56.7,17.047542,78.953768,2026-07-30 10:39:00.351 -0700
R000526,2026-07-30 23:09:05.000 -0700,A104,Frozen Meat,Frozen Foods,Chennai,Coimbatore,-18.21,41,0.75,92,85.3,19.82375,73.468556,2026-07-30 10:39:05.392 -0700
R000527,2026-07-30 23:09:10.000 -0700,A105,Blood Plasma,Pharmaceuticals,Nashik,Jaipur,-21.76,30,0.34,98,31.2,17.352595,78.613022,2026-07-30 10:39:10.383 -0700
R000528,2026-07-30 23:09:15.000 -0700,A110,Frozen Chicken,Frozen Foods,Kochi,Bengaluru,-18.07,40,0.28,84,44.5,13.092206,77.960028,2026-07-30 10:39:15.392 -0700
R000529,2026-07-30 23:09:20.000 -0700,A109,Onion,Vegetables,Mumbai,Goa,3.95,71,0.75,64,30.9,20.590285,74.752533,2026-07-30 10:39:20.406 -0700
R000530,2026-07-30 23:09:25.000 -0700,A113,Onion,Vegetables,Kolkata,Guwahati,2.92,75,0.35,41,62.7,20.270736,74.081032,2026-07-30 10:39:25.435 -0700
R000531,2026-07-30 23:09:30.000 -0700,A107,Cabbage,Vegetables,Mumbai,Delhi,1.43,97,0.32,50,32.5,30.636825,76.907462,2026-07-30 10:39:30.449 -0700
R000532,2026-07-30 23:09:35.000 -0700,A102,Insulin,Pharmaceuticals,Pune,Lucknow,3.6,48,0.13,77,31.3,17.723676,78.429581,2026-07-30 10:39:35.465 -0700
R000533,2026-07-30 23:09:40.000 -0700,A108,Cabbage,Vegetables,Ahmedabad,Chandigarh,1.6,100,0.1,72,46.4,30.713003,76.366463,2026-07-30 10:39:40.489 -0700
R000534,2026-07-30 23:09:45.000 -0700,A109,Cabbage,Vegetables,Bengaluru,Kochi,0.66,96,0.52,63,61.3,30.128074,76.10984,2026-07-30 10:39:45.522 -0700
R000535,2026-07-30 23:09:50.000 -0700,A104,Frozen Corn,Frozen Foods,Nashik,Jaipur,-18.39,56,0.95,87,69.5,22.958889,75.760284,2026-07-30 10:39:50.516 -0700
R000536,2026-07-30 23:09:55.000 -0700,A101,Medicines,Pharmaceuticals,Pune,Nagpur,20.69,50,0.24,72,42.9,17.677026,78.858434,2026-07-30 10:39:55.551 -0700
R000537,2026-07-30 23:10:00.000 -0700,A101,Antibiotics,Pharmaceuticals,Surat,Pune,3.6,37,0.3,93,35.4,17.680513,78.741424,2026-07-30 10:40:00.569 -0700
R000538,2026-07-30 23:10:05.000 -0700,A109,Potato,Vegetables,Kolkata,Guwahati,6.28,90,0.61,86,58.6,22.47462,75.008755,2026-07-30 10:40:05.586 -0700
R000539,2026-07-30 23:10:10.000 -0700,A105,Frozen Meat,Frozen Foods,Indore,Bhopal,-18.64,60,0.37,98,72,19.35983,72.888914,2026-07-30 10:40:10.605 -0700
